time,minor,rssi,,
15:28:31,148,-72,,
15:28:31,147,-55,,
15:28:31,151,-75,,
15:28:31,155,-78,,
15:28:31,149,-76,,
15:28:31,148,-78,,
15:28:32,151,-78,,
15:28:32,155,-76,,
15:28:32,149,-71,,
15:28:32,148,-75,,
15:28:32,147,-54,,
15:28:32,145,-74,,
15:28:32,143,-78,,
15:28:32,149,-71,,
15:28:32,147,-62,,
15:28:33,151,-76,,
15:28:33,155,-78,,
15:28:33,149,-68,,
15:28:33,147,-60,,
15:28:33,149,-67,,
15:28:33,147,-61,,
15:28:33,149,-71,,
15:28:34,147,-64,,
15:28:34,147,-66,,
15:28:35,153,-89,,
15:28:35,147,-69,,
15:28:35,147,-67,,
15:28:36,149,-71,,
15:28:36,147,-72,,
15:28:37,147,-65,,
15:28:37,149,-73,,
15:28:37,148,-79,,
15:28:37,150,-80,,
15:28:37,155,-79,,
15:28:37,149,-71,,
15:28:37,148,-84,,
15:28:38,151,-80,,
15:28:38,150,-82,,
15:28:38,148,-82,,
15:28:38,147,-81,,
15:28:38,151,-78,,
15:28:38,150,-75,,
15:28:38,149,-67,,
15:28:38,148,-84,,
15:28:39,151,-79,,
15:28:39,149,-68,,
15:28:39,149,-64,,
15:28:40,150,-75,,
15:28:40,149,-75,,
15:28:40,153,-77,,
15:28:40,151,-73,,
15:28:40,149,-75,,
